ii,id,source_url,xiaoqu_url,total_price,unit_price,down_payment,monthly_cost,lat,lng
1964,1964,http://cq.lianjia.com/ershoufang/CQJB92010124.html,http://cq.lianjia.com/xiaoqu/3611057760649/,0,0,0,0,0,0
1965,1965,http://cq.lianjia.com/ershoufang/CQJB92424463.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
1966,1966,http://cq.lianjia.com/ershoufang/CQJB92425078.html,http://cq.lianjia.com/xiaoqu/3611057667555/,0,0,0,0,0,0
1967,1967,http://cq.lianjia.com/ershoufang/CQJB92143165.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
1968,1968,http://cq.lianjia.com/ershoufang/CQJB92232228.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
1969,1969,http://cq.lianjia.com/ershoufang/CQJB92381253.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
1970,1970,http://cq.lianjia.com/ershoufang/CQJB92387232.html,http://cq.lianjia.com/xiaoqu/3611057644713/,0,0,0,0,0,0
1971,1971,http://cq.lianjia.com/ershoufang/CQJB92412036.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
1972,1972,http://cq.lianjia.com/ershoufang/CQJB92392943.html,http://cq.lianjia.com/xiaoqu/3611060066370/,0,0,0,0,0,0
1973,1973,http://cq.lianjia.com/ershoufang/CQJB91704513.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
1974,1974,http://cq.lianjia.com/ershoufang/CQJB92328578.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
1975,1975,http://cq.lianjia.com/ershoufang/CQJB92354089.html,http://cq.lianjia.com/xiaoqu/3611099709023/,0,0,0,0,0,0
1976,1976,http://cq.lianjia.com/ershoufang/CQJB92386055.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
1977,1977,http://cq.lianjia.com/ershoufang/CQJB91964292.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
1978,1978,http://cq.lianjia.com/ershoufang/CQJB91872803.html,http://cq.lianjia.com/xiaoqu/3611100027313/,0,0,0,0,0,0
1979,1979,http://cq.lianjia.com/ershoufang/CQJB92327894.html,http://cq.lianjia.com/xiaoqu/367121486491339/,0,0,0,0,0,0
1980,1980,http://cq.lianjia.com/ershoufang/CQJB92405859.html,http://cq.lianjia.com/xiaoqu/3611099849827/,0,0,0,0,0,0
1981,1981,http://cq.lianjia.com/ershoufang/CQJB92411389.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
1982,1982,http://cq.lianjia.com/ershoufang/CQJB92424674.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
1983,1983,http://cq.lianjia.com/ershoufang/CQJB92086759.html,http://cq.lianjia.com/xiaoqu/3611100148867/,0,0,0,0,0,0
1984,1984,http://cq.lianjia.com/ershoufang/CQJB92392857.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
1985,1985,http://cq.lianjia.com/ershoufang/CQJB90628385.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
1986,1986,http://cq.lianjia.com/ershoufang/CQJB91987344.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
1987,1987,http://cq.lianjia.com/ershoufang/CQJB92024193.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
1988,1988,http://cq.lianjia.com/ershoufang/CQJB92068869.html,http://cq.lianjia.com/xiaoqu/3611099800840/,0,0,0,0,0,0
1989,1989,http://cq.lianjia.com/ershoufang/CQJB92093941.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
1990,1990,http://cq.lianjia.com/ershoufang/CQJB92010124.html,http://cq.lianjia.com/xiaoqu/3611057760649/,0,0,0,0,0,0
1991,1991,http://cq.lianjia.com/ershoufang/CQJB92424463.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
1992,1992,http://cq.lianjia.com/ershoufang/CQJB92425078.html,http://cq.lianjia.com/xiaoqu/3611057667555/,0,0,0,0,0,0
1993,1993,http://cq.lianjia.com/ershoufang/CQJB92143165.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
1994,1994,http://cq.lianjia.com/ershoufang/CQJB92232228.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
1995,1995,http://cq.lianjia.com/ershoufang/CQJB92381253.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
1996,1996,http://cq.lianjia.com/ershoufang/CQJB92387232.html,http://cq.lianjia.com/xiaoqu/3611057644713/,0,0,0,0,0,0
1997,1997,http://cq.lianjia.com/ershoufang/CQJB92412036.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
1998,1998,http://cq.lianjia.com/ershoufang/CQJB92392943.html,http://cq.lianjia.com/xiaoqu/3611060066370/,0,0,0,0,0,0
1999,1999,http://cq.lianjia.com/ershoufang/CQJB91704513.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2000,2000,http://cq.lianjia.com/ershoufang/CQJB92328578.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2001,2001,http://cq.lianjia.com/ershoufang/CQJB92354089.html,http://cq.lianjia.com/xiaoqu/3611099709023/,0,0,0,0,0,0
2002,2002,http://cq.lianjia.com/ershoufang/CQJB92386055.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2003,2003,http://cq.lianjia.com/ershoufang/CQJB91964292.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2004,2004,http://cq.lianjia.com/ershoufang/CQJB91872803.html,http://cq.lianjia.com/xiaoqu/3611100027313/,0,0,0,0,0,0
2005,2005,http://cq.lianjia.com/ershoufang/CQJB92327894.html,http://cq.lianjia.com/xiaoqu/367121486491339/,0,0,0,0,0,0
2006,2006,http://cq.lianjia.com/ershoufang/CQJB92405859.html,http://cq.lianjia.com/xiaoqu/3611099849827/,0,0,0,0,0,0
2007,2007,http://cq.lianjia.com/ershoufang/CQJB92411389.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2008,2008,http://cq.lianjia.com/ershoufang/CQJB92424674.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2009,2009,http://cq.lianjia.com/ershoufang/CQJB92086759.html,http://cq.lianjia.com/xiaoqu/3611100148867/,0,0,0,0,0,0
2010,2010,http://cq.lianjia.com/ershoufang/CQJB92392857.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2011,2011,http://cq.lianjia.com/ershoufang/CQJB90628385.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2012,2012,http://cq.lianjia.com/ershoufang/CQJB91987344.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2013,2013,http://cq.lianjia.com/ershoufang/CQJB92024193.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2014,2014,http://cq.lianjia.com/ershoufang/CQJB92068869.html,http://cq.lianjia.com/xiaoqu/3611099800840/,0,0,0,0,0,0
2015,2015,http://cq.lianjia.com/ershoufang/CQJB92093941.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2016,2016,http://cq.lianjia.com/ershoufang/CQJB92010124.html,http://cq.lianjia.com/xiaoqu/3611057760649/,0,0,0,0,0,0
2017,2017,http://cq.lianjia.com/ershoufang/CQJB92424463.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2018,2018,http://cq.lianjia.com/ershoufang/CQJB92425078.html,http://cq.lianjia.com/xiaoqu/3611057667555/,0,0,0,0,0,0
2019,2019,http://cq.lianjia.com/ershoufang/CQJB92143165.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2020,2020,http://cq.lianjia.com/ershoufang/CQJB92232228.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2021,2021,http://cq.lianjia.com/ershoufang/CQJB92381253.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2022,2022,http://cq.lianjia.com/ershoufang/CQJB92387232.html,http://cq.lianjia.com/xiaoqu/3611057644713/,0,0,0,0,0,0
2023,2023,http://cq.lianjia.com/ershoufang/CQJB92412036.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2024,2024,http://cq.lianjia.com/ershoufang/CQJB92392943.html,http://cq.lianjia.com/xiaoqu/3611060066370/,0,0,0,0,0,0
2025,2025,http://cq.lianjia.com/ershoufang/CQJB91704513.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2026,2026,http://cq.lianjia.com/ershoufang/CQJB92328578.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2027,2027,http://cq.lianjia.com/ershoufang/CQJB92354089.html,http://cq.lianjia.com/xiaoqu/3611099709023/,0,0,0,0,0,0
2028,2028,http://cq.lianjia.com/ershoufang/CQJB92386055.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2029,2029,http://cq.lianjia.com/ershoufang/CQJB91964292.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2030,2030,http://cq.lianjia.com/ershoufang/CQJB91872803.html,http://cq.lianjia.com/xiaoqu/3611100027313/,0,0,0,0,0,0
2031,2031,http://cq.lianjia.com/ershoufang/CQJB92327894.html,http://cq.lianjia.com/xiaoqu/367121486491339/,0,0,0,0,0,0
2032,2032,http://cq.lianjia.com/ershoufang/CQJB92405859.html,http://cq.lianjia.com/xiaoqu/3611099849827/,0,0,0,0,0,0
2033,2033,http://cq.lianjia.com/ershoufang/CQJB92411389.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2034,2034,http://cq.lianjia.com/ershoufang/CQJB92424674.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2035,2035,http://cq.lianjia.com/ershoufang/CQJB92086759.html,http://cq.lianjia.com/xiaoqu/3611100148867/,0,0,0,0,0,0
2036,2036,http://cq.lianjia.com/ershoufang/CQJB92392857.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2037,2037,http://cq.lianjia.com/ershoufang/CQJB90628385.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2038,2038,http://cq.lianjia.com/ershoufang/CQJB91987344.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2039,2039,http://cq.lianjia.com/ershoufang/CQJB92024193.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2040,2040,http://cq.lianjia.com/ershoufang/CQJB92068869.html,http://cq.lianjia.com/xiaoqu/3611099800840/,0,0,0,0,0,0
2041,2041,http://cq.lianjia.com/ershoufang/CQJB92093941.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2042,2042,http://cq.lianjia.com/ershoufang/CQJB92010124.html,http://cq.lianjia.com/xiaoqu/3611057760649/,0,0,0,0,0,0
2043,2043,http://cq.lianjia.com/ershoufang/CQJB92424463.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2044,2044,http://cq.lianjia.com/ershoufang/CQJB92425078.html,http://cq.lianjia.com/xiaoqu/3611057667555/,0,0,0,0,0,0
2045,2045,http://cq.lianjia.com/ershoufang/CQJB92143165.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2046,2046,http://cq.lianjia.com/ershoufang/CQJB92232228.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2047,2047,http://cq.lianjia.com/ershoufang/CQJB92381253.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2048,2048,http://cq.lianjia.com/ershoufang/CQJB92387232.html,http://cq.lianjia.com/xiaoqu/3611057644713/,0,0,0,0,0,0
2049,2049,http://cq.lianjia.com/ershoufang/CQJB92412036.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2050,2050,http://cq.lianjia.com/ershoufang/CQJB92392943.html,http://cq.lianjia.com/xiaoqu/3611060066370/,0,0,0,0,0,0
2051,2051,http://cq.lianjia.com/ershoufang/CQJB91704513.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2052,2052,http://cq.lianjia.com/ershoufang/CQJB92328578.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2053,2053,http://cq.lianjia.com/ershoufang/CQJB92354089.html,http://cq.lianjia.com/xiaoqu/3611099709023/,0,0,0,0,0,0
2054,2054,http://cq.lianjia.com/ershoufang/CQJB92386055.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2055,2055,http://cq.lianjia.com/ershoufang/CQJB91964292.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2056,2056,http://cq.lianjia.com/ershoufang/CQJB91872803.html,http://cq.lianjia.com/xiaoqu/3611100027313/,0,0,0,0,0,0
2057,2057,http://cq.lianjia.com/ershoufang/CQJB92327894.html,http://cq.lianjia.com/xiaoqu/367121486491339/,0,0,0,0,0,0
2058,2058,http://cq.lianjia.com/ershoufang/CQJB92405859.html,http://cq.lianjia.com/xiaoqu/3611099849827/,0,0,0,0,0,0
2059,2059,http://cq.lianjia.com/ershoufang/CQJB92411389.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2060,2060,http://cq.lianjia.com/ershoufang/CQJB92424674.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2061,2061,http://cq.lianjia.com/ershoufang/CQJB92086759.html,http://cq.lianjia.com/xiaoqu/3611100148867/,0,0,0,0,0,0
2062,2062,http://cq.lianjia.com/ershoufang/CQJB92392857.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2063,2063,http://cq.lianjia.com/ershoufang/CQJB90628385.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2064,2064,http://cq.lianjia.com/ershoufang/CQJB91987344.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2065,2065,http://cq.lianjia.com/ershoufang/CQJB92024193.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2066,2066,http://cq.lianjia.com/ershoufang/CQJB92068869.html,http://cq.lianjia.com/xiaoqu/3611099800840/,0,0,0,0,0,0
2067,2067,http://cq.lianjia.com/ershoufang/CQJB92093941.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2068,2068,http://cq.lianjia.com/ershoufang/CQJB92010124.html,http://cq.lianjia.com/xiaoqu/3611057760649/,0,0,0,0,0,0
2069,2069,http://cq.lianjia.com/ershoufang/CQJB92424463.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2070,2070,http://cq.lianjia.com/ershoufang/CQJB92425078.html,http://cq.lianjia.com/xiaoqu/3611057667555/,0,0,0,0,0,0
2071,2071,http://cq.lianjia.com/ershoufang/CQJB92143165.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2072,2072,http://cq.lianjia.com/ershoufang/CQJB92232228.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2073,2073,http://cq.lianjia.com/ershoufang/CQJB92381253.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2074,2074,http://cq.lianjia.com/ershoufang/CQJB92387232.html,http://cq.lianjia.com/xiaoqu/3611057644713/,0,0,0,0,0,0
2075,2075,http://cq.lianjia.com/ershoufang/CQJB92412036.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2076,2076,http://cq.lianjia.com/ershoufang/CQJB92392943.html,http://cq.lianjia.com/xiaoqu/3611060066370/,0,0,0,0,0,0
2077,2077,http://cq.lianjia.com/ershoufang/CQJB91704513.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2078,2078,http://cq.lianjia.com/ershoufang/CQJB92328578.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2079,2079,http://cq.lianjia.com/ershoufang/CQJB92354089.html,http://cq.lianjia.com/xiaoqu/3611099709023/,0,0,0,0,0,0
2080,2080,http://cq.lianjia.com/ershoufang/CQJB92386055.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2081,2081,http://cq.lianjia.com/ershoufang/CQJB91964292.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2082,2082,http://cq.lianjia.com/ershoufang/CQJB91872803.html,http://cq.lianjia.com/xiaoqu/3611100027313/,0,0,0,0,0,0
2083,2083,http://cq.lianjia.com/ershoufang/CQJB92327894.html,http://cq.lianjia.com/xiaoqu/367121486491339/,0,0,0,0,0,0
2084,2084,http://cq.lianjia.com/ershoufang/CQJB92405859.html,http://cq.lianjia.com/xiaoqu/3611099849827/,0,0,0,0,0,0
2085,2085,http://cq.lianjia.com/ershoufang/CQJB92411389.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2086,2086,http://cq.lianjia.com/ershoufang/CQJB92424674.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2087,2087,http://cq.lianjia.com/ershoufang/CQJB92086759.html,http://cq.lianjia.com/xiaoqu/3611100148867/,0,0,0,0,0,0
2088,2088,http://cq.lianjia.com/ershoufang/CQJB92392857.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2089,2089,http://cq.lianjia.com/ershoufang/CQJB90628385.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2090,2090,http://cq.lianjia.com/ershoufang/CQJB91987344.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2091,2091,http://cq.lianjia.com/ershoufang/CQJB92024193.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2092,2092,http://cq.lianjia.com/ershoufang/CQJB92068869.html,http://cq.lianjia.com/xiaoqu/3611099800840/,0,0,0,0,0,0
2093,2093,http://cq.lianjia.com/ershoufang/CQJB92093941.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2094,2094,http://cq.lianjia.com/ershoufang/CQJB92010124.html,http://cq.lianjia.com/xiaoqu/3611057760649/,0,0,0,0,0,0
2095,2095,http://cq.lianjia.com/ershoufang/CQJB92424463.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2096,2096,http://cq.lianjia.com/ershoufang/CQJB92425078.html,http://cq.lianjia.com/xiaoqu/3611057667555/,0,0,0,0,0,0
2097,2097,http://cq.lianjia.com/ershoufang/CQJB92143165.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2098,2098,http://cq.lianjia.com/ershoufang/CQJB92232228.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2099,2099,http://cq.lianjia.com/ershoufang/CQJB92381253.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2100,2100,http://cq.lianjia.com/ershoufang/CQJB92387232.html,http://cq.lianjia.com/xiaoqu/3611057644713/,0,0,0,0,0,0
2101,2101,http://cq.lianjia.com/ershoufang/CQJB92412036.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2102,2102,http://cq.lianjia.com/ershoufang/CQJB92392943.html,http://cq.lianjia.com/xiaoqu/3611060066370/,0,0,0,0,0,0
2103,2103,http://cq.lianjia.com/ershoufang/CQJB91704513.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2104,2104,http://cq.lianjia.com/ershoufang/CQJB92328578.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2105,2105,http://cq.lianjia.com/ershoufang/CQJB92354089.html,http://cq.lianjia.com/xiaoqu/3611099709023/,0,0,0,0,0,0
2106,2106,http://cq.lianjia.com/ershoufang/CQJB92386055.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2107,2107,http://cq.lianjia.com/ershoufang/CQJB91964292.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2108,2108,http://cq.lianjia.com/ershoufang/CQJB91872803.html,http://cq.lianjia.com/xiaoqu/3611100027313/,0,0,0,0,0,0
2109,2109,http://cq.lianjia.com/ershoufang/CQJB92327894.html,http://cq.lianjia.com/xiaoqu/367121486491339/,0,0,0,0,0,0
2110,2110,http://cq.lianjia.com/ershoufang/CQJB92405859.html,http://cq.lianjia.com/xiaoqu/3611099849827/,0,0,0,0,0,0
2111,2111,http://cq.lianjia.com/ershoufang/CQJB92411389.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2112,2112,http://cq.lianjia.com/ershoufang/CQJB92424674.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2113,2113,http://cq.lianjia.com/ershoufang/CQJB92086759.html,http://cq.lianjia.com/xiaoqu/3611100148867/,0,0,0,0,0,0
2114,2114,http://cq.lianjia.com/ershoufang/CQJB92392857.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2115,2115,http://cq.lianjia.com/ershoufang/CQJB90628385.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2116,2116,http://cq.lianjia.com/ershoufang/CQJB91987344.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2117,2117,http://cq.lianjia.com/ershoufang/CQJB92024193.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2118,2118,http://cq.lianjia.com/ershoufang/CQJB92068869.html,http://cq.lianjia.com/xiaoqu/3611099800840/,0,0,0,0,0,0
2119,2119,http://cq.lianjia.com/ershoufang/CQJB92093941.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2120,2120,http://cq.lianjia.com/ershoufang/CQJB92010124.html,http://cq.lianjia.com/xiaoqu/3611057760649/,0,0,0,0,0,0
2121,2121,http://cq.lianjia.com/ershoufang/CQJB92424463.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2122,2122,http://cq.lianjia.com/ershoufang/CQJB92425078.html,http://cq.lianjia.com/xiaoqu/3611057667555/,0,0,0,0,0,0
2123,2123,http://cq.lianjia.com/ershoufang/CQJB92143165.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2124,2124,http://cq.lianjia.com/ershoufang/CQJB92232228.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2125,2125,http://cq.lianjia.com/ershoufang/CQJB92381253.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2126,2126,http://cq.lianjia.com/ershoufang/CQJB92387232.html,http://cq.lianjia.com/xiaoqu/3611057644713/,0,0,0,0,0,0
2127,2127,http://cq.lianjia.com/ershoufang/CQJB92412036.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2128,2128,http://cq.lianjia.com/ershoufang/CQJB92392943.html,http://cq.lianjia.com/xiaoqu/3611060066370/,0,0,0,0,0,0
2129,2129,http://cq.lianjia.com/ershoufang/CQJB91704513.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2130,2130,http://cq.lianjia.com/ershoufang/CQJB92328578.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2131,2131,http://cq.lianjia.com/ershoufang/CQJB92354089.html,http://cq.lianjia.com/xiaoqu/3611099709023/,0,0,0,0,0,0
2132,2132,http://cq.lianjia.com/ershoufang/CQJB92386055.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2133,2133,http://cq.lianjia.com/ershoufang/CQJB91964292.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2134,2134,http://cq.lianjia.com/ershoufang/CQJB91872803.html,http://cq.lianjia.com/xiaoqu/3611100027313/,0,0,0,0,0,0
2135,2135,http://cq.lianjia.com/ershoufang/CQJB92327894.html,http://cq.lianjia.com/xiaoqu/367121486491339/,0,0,0,0,0,0
2136,2136,http://cq.lianjia.com/ershoufang/CQJB92405859.html,http://cq.lianjia.com/xiaoqu/3611099849827/,0,0,0,0,0,0
2137,2137,http://cq.lianjia.com/ershoufang/CQJB92411389.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2138,2138,http://cq.lianjia.com/ershoufang/CQJB92424674.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2139,2139,http://cq.lianjia.com/ershoufang/CQJB92086759.html,http://cq.lianjia.com/xiaoqu/3611100148867/,0,0,0,0,0,0
2140,2140,http://cq.lianjia.com/ershoufang/CQJB92392857.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2141,2141,http://cq.lianjia.com/ershoufang/CQJB90628385.html,http://cq.lianjia.com/xiaoqu/3611057763089/,0,0,0,0,0,0
2142,2142,http://cq.lianjia.com/ershoufang/CQJB91987344.html,http://cq.lianjia.com/xiaoqu/3611100109316/,0,0,0,0,0,0
2143,2143,http://cq.lianjia.com/ershoufang/CQJB92024193.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2144,2144,http://cq.lianjia.com/ershoufang/CQJB92068869.html,http://cq.lianjia.com/xiaoqu/3611099800840/,0,0,0,0,0,0
2145,2145,http://cq.lianjia.com/ershoufang/CQJB92093941.html,http://cq.lianjia.com/xiaoqu/3611099749644/,0,0,0,0,0,0
2146,2146,http://cq.lianjia.com/ershoufang/CQJB92010124.html,http://cq.lianjia.com/xiaoqu/3611057760649/,0,0,0,0,0,0
2147,2147,http://cq.lianjia.com/ershoufang/CQJB92424463.html,http://cq.lianjia.com/xiaoqu/3611100026120/,0,0,0,0,0,0
2148,2148,http://cq.lianjia.com/ershoufang/CQJB92425078.html,http://cq.lianjia.com/xiaoqu/3611057667555/,0,0,0,0,0,0
2149,2149,http://cq.lianjia.com/ershoufang/CQJB92143165.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2150,2150,http://cq.lianjia.com/ershoufang/CQJB92232228.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2151,2151,http://cq.lianjia.com/ershoufang/CQJB92381253.html,http://cq.lianjia.com/xiaoqu/3611057022787/,0,0,0,0,0,0
2152,2152,http://cq.lianjia.com/ershoufang/CQJB92387232.html,http://cq.lianjia.com/xiaoqu/3611057644713/,0,0,0,0,0,0
2153,2153,http://cq.lianjia.com/ershoufang/CQJB92412036.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
2154,2154,http://cq.lianjia.com/ershoufang/CQJB92392943.html,http://cq.lianjia.com/xiaoqu/3611060066370/,0,0,0,0,0,0
2155,2155,http://cq.lianjia.com/ershoufang/CQJB91704513.html,http://cq.lianjia.com/xiaoqu/3611057060350/,0,0,0,0,0,0
2156,2156,http://cq.lianjia.com/ershoufang/CQJB92328578.html,http://cq.lianjia.com/xiaoqu/3611055147376/,0,0,0,0,0,0
